user_id,item_id,rank_position,recommendation_score
17676,119736,10,1.1649529436952328
21395,409804,1,0.16126745850805588
21395,446820,2,0.08101823662586183
21395,12217,3,0.049729455491141925
21395,36810,4,0.044430593903043845
21395,339703,5,0.04267316714454559
21395,345694,6,0.03809875790623144
21395,248605,7,0.03764097330928809
21395,238766,8,0.034521659855972255
21395,253615,9,0.034393570808575705
21395,448601,10,0.033089865034214114
21712,9877,1,0.06350368262797136
21712,48030,2,0.052236798061083826
21712,369158,3,0.036087576242157485
21712,464731,4,0.03302409341145079
21712,461686,5,0.029903365436724325
21712,65273,6,0.02694817618948937
21712,228644,7,0.02676046473741723
21712,204494,8,0.026592050394334515
21712,444593,9,0.023691353172297525
21712,166306,10,0.022058496188881935
33604,272527,1,11.080100686496502
33604,417464,2,0.9625010199652521
33604,37254,3,0.035427094350319654
33604,409804,4,0.03226448200631876
33604,411886,5,0.028089786138535286
33604,198209,6,0.027493974704022588
33604,65580,7,0.02685416959459702
33604,277139,8,0.025822419221545094
33604,424515,9,0.025240374037225843
33604,139515,10,0.021585484735149558
38015,46156,1,1.1342831714956356
38015,369447,2,0.6584743049241731
38015,198209,3,0.6279312204350626
38015,109583,4,0.5709122065995659
38015,65273,5,0.5579816196432595
38015,315543,6,0.556652898250034
38015,314789,7,0.5422613537279852
38015,144704,8,0.5354710856422522
38015,280375,9,0.5129968861667491
38015,234255,10,0.4908437291331992
42552,65273,1,0.07806190840359468
42552,198209,2,0.06684391258111876
42552,316753,3,0.05489165227279086
42552,339703,4,0.03383031870756049
42552,369447,5,0.033228334299649394
42552,98899,6,0.02924986717314406
42552,61303,7,0.02448874439600151
42552,446820,8,0.018534542924108242
42552,22436,9,0.018200467834787435
42552,253615,10,0.016751233476839652
45018,37254,1,2.452669731649321
45018,20968,2,2.4130982926806457
45018,411886,3,1.9521779145603766
45018,65580,4,1.9429454735627958
45018,277139,5,1.8450376800136583
45018,546,6,1.8362346811230743
45018,424515,7,1.787015685084127
45018,198209,8,1.7300861830174137
45018,390799,9,1.7013774146152407
45018,7943,10,1.6344096781419641
46535,369158,1,0.6422209029186684
46535,213834,2,0.5552491697514377
46535,318333,3,0.5211600488060366
46535,109583,4,0.43883734924631096
46535,445351,5,0.3967791312913447
46535,456056,6,0.3941319306567356
46535,355994,7,0.3795685538210448
46535,268883,8,0.3727691749969288
46535,546,9,0.3656931824154161
46535,186702,10,0.3481524806526275
48820,320130,1,0.49529223500211783
48820,461686,2,0.4849748522474115
48820,248455,3,0.35725647332390836
48820,384302,4,0.2814866295726471
48820,190000,5,0.23138834036238337
48820,310944,6,0.21014893441774796
48820,420960,7,0.207428973178839
48820,9877,8,0.19805709521249693
48820,342530,9,0.19047766100076446
48820,166306,10,0.18839261326341816
53842,198209,1,5.300928775760781
53842,65273,2,3.920379991316178
53842,17478,3,3.7749088720234445
53842,316753,4,2.9721865329821266
53842,387373,5,2.8146654295836884
53842,442131,6,2.8056144407069405
53842,314789,7,2.5606930667149106
53842,57245,8,2.525650839340052
53842,115258,9,2.5001000677038636
53842,9877,10,2.3485446172115503
54791,446820,1,0.15271053651544123
54791,417927,2,0.10410700735223574
54791,374698,3,0.06347558889216044
54791,257040,4,0.056263686697527106
54791,271896,5,0.05342703246042569
54791,89775,6,0.05047233107114058
54791,424186,7,0.050171088700969486
54791,424506,8,0.04531874065341212
54791,98425,9,0.03037702292189114
54791,279457,10,0.02980260483072738
55389,213834,1,0.42537212457468226
55389,409804,2,0.4220641273413785
55389,46156,3,0.41062522645706134
55389,369158,4,0.3959185902702321
55389,37029,5,0.37917085004885276
55389,355994,6,0.3332312269619032
55389,17478,7,0.3123765802573905
55389,546,8,0.304081448154669
55389,465522,9,0.2746233567942588
55389,109583,10,0.24742283869449058
57905,318333,1,1.1395172342765403
57905,420960,2,0.9955041221775619
57905,46156,3,0.9424089649845611
57905,144704,4,0.9298066197209941
57905,442131,5,0.9132120024943028
57905,48030,6,0.9041854416549233
57905,234255,7,0.8896362628112905
57905,37029,8,0.8451641733385413
57905,115258,9,0.8081993720187561
57905,23762,10,0.8012454752039111
64931,198209,1,0.1779321659581761
64931,65273,2,0.17098229058273282
64931,312728,3,0.16979325455553013
64931,316753,4,0.1119769356766754
64931,339703,5,0.091215016253769
64931,369447,6,0.08173770908734919
64931,61303,7,0.0751140867951144
64931,98899,8,0.06521786466171689
64931,344723,9,0.05488107426733076
64931,22436,10,0.05192995850946202
73449,198209,1,0.828685619045503
73449,38965,2,0.7998372438905113
73449,65273,3,0.7918625100598409
73449,119736,4,0.6804645571257204
73449,387373,5,0.5169168711573899
73449,46156,6,0.4996409559439067
73449,144704,7,0.42382998776942366
73449,456056,8,0.41900089096344395
73449,23762,9,0.41336419952139897
73449,252319,10,0.4081257048944159
