REQUEST_ID,USER_ID,ITEM_ID,RANK_POSITION,RECOMMENDATION_SCORE,MODEL_NAME,MODEL_VERSION,FEATURE_VERSION,SOURCE_VALIDATION_BATCH_ID,GENERATED_TS
7fab0a90-b393-4bb1-acab-b70ed11bb487,6699,115258,6,0.6142287253975642,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,6699,315543,7,0.6089491036593158,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,6699,85579,8,0.5872520681381713,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,6699,37029,9,0.5741470939623337,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,6699,23762,10,0.5234998879165726,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,9535,461686,1,0.06464089830509447,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,9535,320130,2,0.060458728248899904,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,9535,9877,3,0.05439092808134585,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,9535,119736,4,0.04452648389368333,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,9535,248455,5,0.03249010599121812,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,9535,384302,6,0.03194022413218251,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,9535,420960,7,0.030376302152890756,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,9535,342530,8,0.028065835405110328,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,9535,310944,9,0.02622248457743243,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,9535,48030,10,0.024994477368457467,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,12579,445351,1,0.7415105652728249,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,12579,355994,2,0.5556280522017158,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,12579,441852,3,0.4321983324492834,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,12579,37029,4,0.3504562590835657,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,12579,465522,5,0.34730422045137704,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,12579,11279,6,0.3471293094293476,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,12579,409804,7,0.34519930429140316,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,12579,439963,8,0.3200156767743608,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,12579,109583,9,0.30767824296614327,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
7fab0a90-b393-4bb1-acab-b70ed11bb487,12579,268883,10,0.2966817332229533,recomart_svd_recommender,v1,v1,20260430081645,2026-04-30 08:20:13.550
